flow,measure,group,article,year,values,max_value
reexport,value,Manufactures,Gloves . . . . . „,1897,"160,206",160206
import,value,Guia,Arabio,1890,"159,704",159704
import,value,Gum,Arabie - - - - -,1890,"159,704",159704
import,quantity,Preserved otherwise than by Salting,Other Sorts,1894,"159,382",159382
reexport,quantity,Beer and Ale,Manufactures of,1898,"159,368",159368
reexport,value,,Hayle -,1878,"159,149",159149
import,value,Oil,Turpentine - - - - -,1868,"159,045",159045
import,value,Fruit,Almonds of all Kinds - - - - -,1869,"158,952|158,900",158952
reexport,value,,Cutch and Gambier - - - - -,1893,"158,951",158951
reexport,quantity,,"Oil, Coconut",1877,"158,946",158946
reexport,quantity,,"Oil, Colza-nut",1877,"158,946",158946
reexport,value,,Fowey - - - - - -,1893,"158,896",158896
import,quantity,,„ „ Cotton-seed Cake . . . . .,1898,"158,672",158672
import,value,,„ „ Cotton-seed Cake . . . . . „,1898,"158,672",158672
import,value,Dyeing or Tanning Stuffs,Myrobalans - - - - -,1888,"158,596",158596
reexport,value,,"Furs, Rabbit Skins",1900,"158,571",158571
reexport,quantity,,"Chemical, Essential, or Perfumed . . . . .",1893,"158,337",158337
import,value,,Sauterne - - - - -,1896,"67,952|157,825|157,855",157855
import,value,Skins and Furs,"Goat, undressed",1878,"157,746",157746
reexport,quantity,,"British and Foreign, mixed in Bond",1895,"157,652",157652
reexport,quantity,Not Sweetened,"British and Foreign, mixed in Bond",1895,"157,652",157652
reexport,quantity,,Starches,1893,"157,537",157537
reexport,quantity,,Staves,1893,"157,537",157537
export_uk,value,,Other Kinds - - - - -,1893,"157,480",157480
import,value,,"China, Porcelain, and Earthenware . . . . . """,1887,"157,270",157270
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1881,"157,212",157212
import,value,,"China, Porcelain, and Earthenware . . . . . """,1886,"157,048",157048
reexport,value,Not Sweetened,Rum - - - - -,1896,"157,029",157029
import,value,Dyeing or Tanning Stuffs,Shunaoch,1887,"156,720",156720
import,value,Fish (including Turtle),""" "" Other sorts of Shell Fish . . . . . Ccts.",1896,"156,638",156638
import,value,Gum,Gutta Percha,1887,"156,600",156600
reexport,value,,"Farinaceous Substances and Manufactures thereof, un- }enumerated - - - - -",1896,"156,494",156494
reexport,value,,"Pharmaceutical Substances and Manufactures thereof, unenumerated - - - - -",1896,"156,494",156494
import,value,,"Sweetened or Mixed, Texted - - - - -",1896,"156,274",156274
export_uk,value,,Plated and Gilt Ware - - - - -,1872,"155,852",155852
import,quantity,,"Tin in Blocks, Ingot, Bars, or Slabs and Regulus - Cwts.",1873,"155,812",155812
import,quantity,,"Tin in Blocks, Ingots, Bars, or Slabs and Regulus Cuts.",1873,"155,812",155812
reexport,value,,Fleetwood - - - - - -,1893,"155,761",155761
import,value,,Spices : Ginger - - - - -,1894,"155,531",155531
reexport,value,,Dublin . . . . .,1893,"155,243",155243
export_uk,value,"Woollen Tissues, viz. : Heavy, weighing above 11 oz. per square yard","Narrow, all Wool - - - - -",1893,"155,216",155216
reexport,value,Seeds,Rape - - - - -,1868,"155,046",155046
import,value,Preserved otherwise than by Salting,Mutton - - - - -,1893,"154,818",154818
reexport,value,,Carnarvon - - - - - - -,1899,"154,740",154740
import,value,"Dye-stuffs, and Substances for Tanning or Dyeing",Unenumerated . . . . . Ccts.,1899,"154,525",154525
import,quantity,,"Tin in Blocks, Ingots, Bars, or Slabs and Regulus Cuts.",1874,"154,354",154354
import,quantity,,"Sturmur "" "" "" """,1895,"153,848",153848
import,quantity,,„ Saumur,1895,"133,848|153,848",153848
import,value,Tobacco,Wax,1894,"153,762",153762
reexport,quantity,,",, Other Sorts, including Sugar Candy . . . . .",1899,"153,612",153612
reexport,value,Sugar,"„ Other Sorts, including Sugar Candy . . . . . """,1899,"153,612",153612
export_uk,quantity,,Zinc or Spelter : Unwrought orWrought,1891,"153,485",153485
import,value,Gums,Kowrie,1871,"153,190",153190
import,quantity,""" Imported in Bottles",""" Saumur",1900,"153,152",153152
import,value,Gum,Arabic,1894,"153,119",153119
reexport,value,,Gutch and Gambier,1874,"152,924",152924
import,value,Sugar,Glucose - - - - -,1874,"152,593",152593
reexport,quantity,,Molasses . . . . .,1900,"152,057",152057
reexport,value,Sugar,"Molasses . . . . . """,1900,"152,057",152057
reexport,value,Not Sweetened,Rum - - - - -,1894,"151,962",151962
reexport,value,,Lynn -,1874,"151,909",151909
import,quantity,,"Pork, Salted and Fresh",1868,"151,362",151362
import,value,Linen,Unenumerated - - - - -,1895,"151,260",151260
reexport,quantity,,"British and Foreign, mixed in Bond",1899,"150,904",150904
reexport,quantity,""" Unenumerated",""" British and Foreign",1899,"150,904",150904
import,value,,— Peruvian - - - - -,1868,"150,814",150814
export_uk,value,,Biscuit and Bread - - - - -,1868,"150,668",150668
import,value,,"Meat, Unenumerated ; Salted or Fresh . . . . . Cuts.",1892,"150,573",150573
export_uk,quantity,,Other kinds of manufacturedTobacco,1898,"150,484",150484
import,quantity,,"Hats or Bonnets, Of Straw, trimmed or untrimmed",1898,"150,441",150441
import,quantity,,Hats or Bonnets. Of Straw,1898,"150,441",150441
import,value,,Chin: and Porcelain ware,1870,"150,437",150437
export_uk,quantity,,"Hoops, Sheets, and Boiler Plates",1868,"150,281|150,231",150281
reexport,value,,Gunno,1874,"150,199",150199
export_uk,quantity,,Wrought or Manufactured:Mixed or Yellow Metal - '',1888,"150,186",150186
reexport,value,,Stornoway - - - - - -,1899,"150,100",150100
export_uk,value,,Silver - - - - -,1900,"150,002|51,956",150002
reexport,value,,Tallow and Stearing - - - - -,1874,"149,685",149685
import,value,Tobacco,Other sorts - - - - -,1893,"149,677",149677
import,value,,” ” Mechanical - - - - - - -,1897,"149,634",149634
reexport,value,,"Pharmaceutical Substances and Manufactures thereof, unenumerated - - - - -",1894,"149,502",149502
export_uk,value,"Ammunition, viz.","Muskets, Rifles, and Fowling Pieces . . . . . -Number.",1897,"149,421",149421
import,value,Guia,Kowrie,1889,"149,396",149396
import,quantity,,Oleo-margarine or Oleo Oil . . . . .,1897,"149,373",149373
reexport,value,,"Fruit, Almonds - - - - -",1896,"149,283",149283
reexport,value,Oil,Olive,1890,"148,769",148769
import,quantity,,"Bark, Peruvian",1887,"148,177",148177
import,value,,"Whalebone (Whalefin) . . . . . """,1888,"4,306|148,117",148117
reexport,value,,Lynn -,1875,"148,063",148063
reexport,value,,Olive,1871,"147,729",147729
export_uk,quantity,,Zinc or Spelter : Unwrought orWrought,1884,"147,667",147667
reexport,value,Gum,Of other Sorts,1876,"147,584",147584
reexport,value,,Brandy - - - - -,1877,"147,536",147536
reexport,quantity,,",, Other Sorts, including Sugar Candy . . . . .",1900,"147,322",147322
reexport,value,Sugar,"„ Other Sorts, including Sugar Candy . . . . . """,1900,"147,322",147322
reexport,value,,"Oil, Coco-nut Cwts.",1881,"147,155",147155
reexport,value,,Douglas -,1877,"146,827",146827
reexport,value,Not Sweetened,Rum - - - - -,1897,"146,740",146740
reexport,value,,Curants,1872,"146,726",146726
export_uk,quantity,,"Metals:Iron: Old, for re-manufacture - Tons",1889,"146,719",146719
export_uk,quantity,"Tobacco and Snuff manufactured in the United Kingdom, viz.",Other kinds of manufactured Tobacco,1897,"146,619",146619
reexport,value,Seeds,Flax or Linsseed,1891,"146,310",146310
reexport,value,Oil,Olive,1889,"146,293",146293
import,quantity,,Almonds . . . . .,1899,"146,153",146153
import,quantity,"Fruit, Dried or Preserved, liable to Duty",Figs and Figs Cake,1897,"145,881",145881
import,quantity,,"Bark, Peruvian",1886,"145,867",145867
import,value,,"Asphalt, or Bitumen (other than Painters' Colours or Drugs) -",1900,"145,671",145671
import,value,Dyeing or Tanning Stuffs,Shummach,1880,"145,665",145665
reexport,quantity,,Of Wool (other than Goats') : Cloths,1899,"145,562|145,582",145582
import,quantity,,"Metals :Copper, Ore and Regulus",1880,"145,475",145475
import,value,Linen,Unenumerated - - - - -,1894,"145,406",145406
import,quantity,,Tar,1868,"145,402|12,117",145402
import,quantity,Drgus,"Bark, Peruvian",1886,"145,367",145367
import,value,Drugs,"Bark, Peruvian . . . . . Cuts.",1886,"145,367",145367
export_uk,quantity,,Plated and Gilt Ware,1879,"145,354",145354
export_uk,quantity,"Manure, viz.",Sulphate of Ammonia,1900,"145,157",145157
export_uk,quantity,,"Metals:Iron: Old, for re-manufacture - Tons",1888,"144,972",144972
import,quantity,,"Bark, Peruvian",1888,"144,820",144820
import,value,Drugs,"Bark, Peruvian . . . . . Cuts.",1888,"144,820",144820
reexport,value,Silk,Unenumerated . . . . .,1900,"144,200",144200
reexport,value,,Lard . . . . . Cuts.,1890,"144,125",144125
reexport,value,""" "" Of Wool (other than Goats)",Unenumerated - - - - -,1894,"144,069",144069
reexport,quantity,Skins,In any way dressed (not Leather),1894,"143,988",143988
reexport,value,,"Farinaceous Substances and Manufactures thereof, un- }enumerated - - - - -",1898,"143,936",143936
reexport,value,,Yarn - - - - -,1899,"1,293|1,203|29,781|2,421|143,901",143901
reexport,value,,Falmouth - - - - - - -,1899,"143,681",143681
import,quantity,"Fruit, Dried or Preserved, liable to Duty",Figs and Figs Cake,1899,"143,559",143559
export_uk,value,Linen Manufactures,Sailcloth - - - - -,1886,"143,353",143353
import,quantity,"Fruit, Dried or Preserved, liable to Duty",Figs and Figs Cake,1896,"143,339",143339
import,quantity,Drgus,"Bark, Peruvian",1887,"143,177",143177
import,value,Drugs,"Bark, Peruvian . . . . . Cuts.",1887,"143,177",143177
reexport,value,Dyeing or Tanning Stuffs,Unnumerated - - - - -,1888,"142,960",142960
reexport,value,,""" Unenumerated, Dried - - - - -",1892,"142,663",142663
reexport,value,,Llanelly - - - - - - -,1899,"142,570",142570
import,value,,Beads of Glass - - - - -,1869,"142,467|142,167",142467
reexport,value,,Granton . . . . .,1893,"142,180",142180
export_uk,value,,"Prints, Engravings, Drawings, Oleographs, Photographs on Paper, Maps and Charts - - - - -",1893,"141,763",141763
export_uk,value,,"Prints, Engravings, Drawings, Olographs,Photographs on Paper, Maps and Charts - - - - -",1893,"141,763",141763
reexport,value,"Metals, viz.","Lead, Pig or Sheet",1876,"141,505",141505
import,quantity,,"Sturmur "" "" "" """,1897,"141,289",141289
reexport,quantity,,"Lace, of all Kinds",1893,"141,281",141281
import,quantity,,Nitrate of Soda (Cubic Nitre),1900,"141,155",141155
import,value,Guia,Kowrie,1890,"141,098",141098
import,quantity,Leather Manufactures,Boots and Shoes,1887,"140,945|140,045",140945
import,value,Leather Manufactures,Boots and Shoes . . . . . Dozen Pairs,1887,"140,945",140945
import,value,Manures,Nitrate of Soda (Cubic Nitro),1899,"140,851",140851
import,value,Dyeing or Tanning Stuffs,Shunaoch,1889,"140,517",140517
import,value,Oil,Animal . . . . . Cwtts.,1887,"140,467",140467
export_uk,quantity,,Crude in Cakes,1900,"140,412",140412
export_uk,quantity,,"Zinc or Spelter, viz. :Crude in Cakes",1900,"140,412",140412
import,value,,Mica and Talc - - - - -,1899,"140,376",140376
export_uk,value,,"Bladders, Casings, and Sausage Skins . . . . .",1900,"140,358",140358
export_uk,value,,"Bladders, Casings, and Sausage Skinst . . . . .",1900,"140,358",140358
import,value,Seeds,"Garlen, unenumerated",1895,"140,328",140328
reexport,value,Gum,Of other Sorts,1877,"140,250",140250
reexport,quantity,,Lani - - - - - - - - -,1893,"140,246",140246
import,value,Manures,Guanro - - - - -,1899,"140,075",140075
export_uk,quantity,,"Cocoa or Chocolate, Ground or Pre-pared in Bond",1900,"140,000",140000
export_uk,quantity,,"Cocoa or Chocolate, Ground or Prepared in Bond",1900,"140,000",140000
export_uk,quantity,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof """,1878,"139,497",139497
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1878,"139,497",139497
export_uk,value,"Carriages, Carts, &c.","Railway Waggons, Trucks, &c. and parts thereof",1878,"139,497",139497
import,value,,"Perfumery, and Articles used in the manufacture thereof - - - - -",1895,"139,386",139386
import,value,,Plumkago,1883,"139,238",139238
import,quantity,Leather Manufactures,Unenumerated,1872,"139,209",139209
import,value,Hides,Unenumerated - - - - - - -,1872,"139,209",139209
import,value,Leather Manufactures,Unenumerated - - - - -,1872,"139,209",139209
reexport,value,,Gloucester - - - - - -,1893,"139,196",139196
import,value,,Plumkago,1882,"139,090",139090
reexport,value,,"Cured, Sardines - - - - -",1893,"138,921",138921
import,value,,Pitch . . . . . Cuts.,1895,"138,844",138844
import,quantity,,Saumur,1893,"138,788",138788
import,quantity,,"Sturmur "" "" "" """,1893,"138,788",138788
import,value,,— Manufactured - - - - -,1868,"138,683",138683
reexport,value,,Grimsby -,1878,"138,462",138462
export_uk,quantity,,"Leather, Unwrought",1896,"138,071",138071
import,value,"Fruit, Dried or Preserved, liable to Duty",Figs and Fig Juice . . . . .,1898,"138,052",138052
reexport,value,,"Glass, of all Kinds . . . . . Cuts.",1890,"137,719",137719
reexport,value,Cotton,Unenumerated - - - - -,1898,"137,622",137622
import,value,Linen,Unenumerated - - - - -,1891,"137,341",137341
import,value,,"Bark, for Tanning  - - - - -",1899,"136,971",136971
export_uk,value,,"Plate, Rough or Silvered . . . . .",1900,"135,418",135418
import,value,Dyeing or Tanning Stuffs,Shunaoch,1888,"135,410",135410
reexport,quantity,,In any way dressed (not Leather),1896,"134,994",134994
reexport,quantity,Skins,In any way dressed (not Leather),1896,"134,994",134994
import,value,,Guitta Percha,1891,"134,879",134879
import,value,Ham,Gutta Percha,1891,"134,879",134879
reexport,value,,"Raw, Unnumerated - - - - -",1886,"134,858",134858
export_uk,value,,Tin: Unwrought . . . . . Cuts.,1893,"134,775",134775
reexport,value,,"Oil, Coco-nut Cwts.",1882,"134,568",134568
reexport,value,Oils,Coco Nut . . . . . ”,1899,"105,976|134,402",134402
import,quantity,,"Hats or Bonnets, Of Straw, trimmed or untrimmed",1899,"134,386",134386
import,quantity,,Hats or Bonnets. Of Straw,1899,"134,386",134386
import,quantity,,"Metals :Copper, Ore and Regulus",1879,"133,976",133976
import,value,,"Brass, Bronze, and Metal Bronzed or Lacquered, Manu-factures of. - - - - -",1894,"133,877",133877
export_uk,quantity,Cotton Manufactures,"Of mixed Materials (Cotton predominate) - """,1894,"133,800",133800
export_uk,value,,"Of Mixed Materials, Cottonpredominating Yards",1894,"133,800",133800
import,value,,Pitch . . . . . Cuts.,1897,"133,775",133775
import,value,Dyeing or Tanning Stuffs,Shumach - - - - -,1892,"133,730",133730
reexport,value,,""" Unenumerated, Dried - - - - -",1894,"133,596",133596
reexport,value,,Lynn -,1878,"133,515",133515
import,value,,Wood Pulp Boards - - - - -,1897,"133,489",133489
reexport,value,,Plymouth - - - - -,1899,"133,375",133375
import,value,Guia,Kowrie,1886,"133,056",133056
export_uk,quantity,,Zinc or Spelter: Unwrought orWrought,1889,"132,862",132862
reexport,quantity,,"Raisins, unenumerated",1889,"132,728",132728
reexport,quantity,,"Raw, unenumerated",1889,"132,728",132728
reexport,value,Woollen Manufactures,Unenumerated - - - - -,1899,"132,524",132524
import,quantity,,Leather Manufactures:  Boots and Shoes,1895,"132,058",132058
reexport,value,Silk,Raw . . . . . Lbs.,1899,"81,269|132,054",132054
export_uk,value,,"Plato, Gold and Silver - - - - -",1889,"132,039",132039
reexport,value,,""" Unenumerated, Dried - - - - -",1896,"131,962",131962
reexport,value,,Plymouth -,1876,"131,708",131708
import,value,Fish (including Turtle),""" "" Other sorts of Shell Fish . . . . . Ccts.",1897,"131,621",131621
export_uk,value,,"Hides, raw . . . . . Cuts.",1896,"131,505",131505
export_uk,value,,"Plate, Gold and Silver . . . . . Ozs.",1891,"131,438",131438
reexport,value,Drugs,"Bark, Peruvian . . . . . Cuts.",1887,"131,379",131379
import,value,,Bark for Tanners' and Dyers' use,1881,"131,320",131320
reexport,value,Silk,""" Unenumerated - - - - -",1893,"130,964",130964
import,value,,"Whalebone (Whalefin) . . . . . """,1887,"130,504|4,142",130504
import,value,Manures,Nitrate of Soda (Cubic Nitro),1898,"130,327",130327
import,value,Seeds,"Garlen, unenumerated",1894,"130,205",130205
